clave_mun,robo_casa,robo_vehiculos,robo_transportistas,robo_bancos,robo_negocio,robo_maquinaria,secuestro,feminicidio,extorsion,homicidio_doloso,pob,mpo_inegi_x,Ranking Modelo_x,pob_2015_x,start_year_x,end_year_x,mpo_ine_x,mpo_inegi_y,Ranking Modelo_y,pob_2015_y,start_year_y,end_year_y,mpo_ine_y,mpo_inegi,Ranking Modelo,pob_2015,start_year,end_year,mpo_ine,date
7035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14416.0,7035,293,14404,2018,2021,7035.0,7035,293,14404,2018,2021,7035.0,7035,293,14404,2018,2021,7035.0,2020/05
7036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057.0,7036,151,7051,2018,2021,7036.0,7036,151,7051,2018,2021,7036.0,7036,151,7051,2018,2021,7036.0,2020/05
7037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35017.0,7037,151,35011,2018,2021,7037.0,7037,151,35011,2018,2021,7037.0,7037,151,35011,2018,2021,7037.0,2020/05
7038,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23625.0,7038,30,23625,2018,2021,7039.0,7038,30,23625,2018,2021,7039.0,7038,30,23625,2018,2021,7039.0,2020/05
7039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23172.0,7039,88,23114,2018,2021,7038.0,7039,88,23114,2018,2021,7038.0,7039,88,23114,2018,2021,7038.0,2020/05
7040,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54332.0,7040,158,54332,2018,2021,7040.0,7040,158,54332,2018,2021,7040.0,7040,158,54332,2018,2021,7040.0,2020/05
7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44891.0,7041,30,44891,2018,2021,7041.0,7041,30,44891,2018,2021,7041.0,7041,30,44891,2018,2021,7041.0,2020/05
7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11342.0,7042,88,11342,2018,2021,7042.0,7042,88,11342,2018,2021,7042.0,7042,88,11342,2018,2021,7042.0,2020/05
7043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10772.0,7043,182,10772,2018,2021,7043.0,7043,182,10772,2018,2021,7043.0,7043,182,10772,2018,2021,7043.0,2020/05
7044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27198.0,7044,88,27192,2018,2021,7044.0,7044,88,27192,2018,2021,7044.0,7044,88,27192,2018,2021,7044.0,2020/05
7045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5384.0,7045,182,5384,2018,2021,7045.0,7045,182,5384,2018,2021,7045.0,7045,182,5384,2018,2021,7045.0,2020/05
7046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39109.0,7046,89,39109,2018,2021,7046.0,7046,89,39109,2018,2021,7046.0,7046,89,39109,2018,2021,7046.0,2020/05
7047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20606.0,7047,88,20604,2018,2021,7047.0,7047,88,20604,2018,2021,7047.0,7047,88,20604,2018,2021,7047.0,2020/05
7048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21222.0,7048,182,21222,2018,2021,7048.0,7048,182,21222,2018,2021,7048.0,7048,182,21222,2018,2021,7048.0,2020/05
7049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23889.0,7049,88,23888,2018,2021,7049.0,7049,88,23888,2018,2021,7049.0,7049,88,23888,2018,2021,7049.0,2020/05
7050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4915.0,7050,234,4911,2018,2021,7050.0,7050,234,4911,2018,2021,7050.0,7050,234,4911,2018,2021,7050.0,2020/05
7051,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47932.0,7051,158,47907,2018,2021,7051.0,7051,158,47907,2018,2021,7051.0,7051,158,47907,2018,2021,7051.0,2020/05
7052,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122821.0,7052,30,122813,2018,2021,7052.0,7052,30,122813,2018,2021,7052.0,7052,30,122813,2018,2021,7052.0,2020/05
7053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769.0,7053,151,7765,2018,2021,7053.0,7053,151,7765,2018,2021,7053.0,7053,151,7765,2018,2021,7053.0,2020/05
7054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29239.0,7054,151,29228,2018,2021,7054.0,7054,151,29228,2018,2021,7054.0,7054,151,29228,2018,2021,7054.0,2020/05
7055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5743.0,7055,293,5741,2018,2021,7055.0,7055,293,5741,2018,2021,7055.0,7055,293,5741,2018,2021,7055.0,2020/05
7056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11906.0,7056,88,11897,2018,2021,7056.0,7056,88,11897,2018,2021,7056.0,7056,88,11897,2018,2021,7056.0,2020/05
7057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72967.0,7057,151,72919,2018,2021,7057.0,7057,151,72919,2018,2021,7057.0,7057,151,72919,2018,2021,7057.0,2020/05
7058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4262.0,7058,132,4258,2018,2021,7058.0,7058,132,4258,2018,2021,7058.0,7058,132,4258,2018,2021,7058.0,2020/05
7059,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,218893.0,7059,166,218804,2018,2021,7059.0,7059,166,218804,2018,2021,7059.0,7059,166,218804,2018,2021,7059.0,2020/05
7060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12508.0,7060,182,12486,2018,2021,7060.0,7060,182,12486,2018,2021,7060.0,7060,182,12486,2018,2021,7060.0,2020/05
7061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92103.0,7061,275,91985,2018,2021,7061.0,7061,275,91985,2018,2021,7061.0,7061,275,91985,2018,2021,7061.0,2020/05
7062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18128.0,7062,182,18128,2018,2021,7062.0,7062,182,18128,2018,2021,7062.0,7062,182,18128,2018,2021,7062.0,2020/05
7063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3682.0,7063,182,3681,2018,2021,7063.0,7063,182,3681,2018,2021,7063.0,7063,182,3681,2018,2021,7063.0,2020/05
7064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48126.0,7064,30,48120,2019,2021,7064.0,7064,30,48120,2019,2021,7064.0,7064,30,48120,2019,2021,7064.0,2020/05
7065,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119826.0,7065,234,119704,2018,2021,7065.0,7065,234,119704,2018,2021,7065.0,7065,234,119704,2018,2021,7065.0,2020/05
7066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22011.0,7066,88,21990,2018,2021,7066.0,7066,88,21990,2018,2021,7066.0,7066,88,21990,2018,2021,7066.0,2020/05
7067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12136.0,7067,182,12136,2018,2021,7067.0,7067,182,12136,2018,2021,7067.0,7067,182,12136,2018,2021,7067.0,2020/05
7068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31107.0,7068,182,31107,2018,2021,7068.0,7068,182,31107,2018,2021,7068.0,7068,182,31107,2018,2021,7068.0,2020/05
7069,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,53525.0,7069,158,53500,2018,2021,7069.0,7069,158,53500,2018,2021,7069.0,7069,158,53500,2018,2021,7069.0,2020/05
7070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14121.0,7070,151,14119,2019,2021,7070.0,7070,151,14119,2019,2021,7070.0,7070,151,14119,2019,2021,7070.0,2020/05
7071,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28961.0,7071,158,28943,2018,2021,7107.0,7071,158,28943,2018,2021,7107.0,7071,158,28943,2018,2021,7107.0,2020/05
7072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31942.0,7072,88,31937,2018,2021,7071.0,7072,88,31937,2018,2021,7071.0,7072,88,31937,2018,2021,7071.0,2020/05
7073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578.0,7073,182,9578,2018,2021,7072.0,7073,182,9578,2018,2021,7072.0,7073,182,9578,2018,2021,7072.0,2020/05
7074,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45104.0,7074,182,45104,2018,2021,7073.0,7074,182,45104,2018,2021,7073.0,7074,182,45104,2018,2021,7073.0,2020/05
7075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28261.0,7075,132,28252,2018,2021,7074.0,7075,132,28252,2018,2021,7074.0,7075,132,28252,2018,2021,7074.0,2020/05
7076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26921.0,7076,234,26910,2018,2021,7075.0,7076,234,26910,2018,2021,7075.0,7076,234,26910,2018,2021,7075.0,2020/05
7077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63446.0,7077,234,63367,2018,2021,7076.0,7077,234,63367,2018,2021,7076.0,7077,234,63367,2018,2021,7076.0,2020/05
7078,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676728.0,56624,992,1676296,16144,16168,56616.0,56624,992,1676296,16144,16168,56616.0,56624,992,1676296,16144,16168,56616.0,2020/05
7079,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39204.0,7079,182,39199,2018,2021,7078.0,7079,182,39199,2018,2021,7078.0,7079,182,39199,2018,2021,7078.0,2020/05
7080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35192.0,7080,151,35179,2018,2021,7081.0,7080,151,35179,2018,2021,7081.0,7080,151,35179,2018,2021,7081.0,2020/05
7081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44295.0,7081,88,44241,2018,2021,7082.0,7081,88,44241,2018,2021,7082.0,7081,88,44241,2018,2021,7082.0,2020/05
7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13844.0,7082,166,13836,2018,2021,7083.0,7082,166,13836,2018,2021,7083.0,7082,166,13836,2018,2021,7083.0,2020/05
7083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18539.0,7083,132,18527,2018,2021,7084.0,7083,132,18527,2018,2021,7084.0,7083,132,18527,2018,2021,7084.0,2020/05
7084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8082.0,7084,182,8078,2019,2021,7085.0,7084,182,8078,2019,2021,7085.0,7084,182,8078,2019,2021,7085.0,2020/05
7085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10707.0,7085,88,10695,2018,2021,7086.0,7085,88,10695,2018,2021,7086.0,7085,88,10695,2018,2021,7086.0,2020/05
7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24049.0,7086,275,24048,2018,2021,7087.0,7086,275,24048,2018,2021,7087.0,7086,275,24048,2018,2021,7087.0,2020/05
7087,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38797.0,7087,293,38721,2018,2021,7088.0,7087,293,38721,2018,2021,7088.0,7087,293,38721,2018,2021,7088.0,2020/05
7088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.0,7088,182,2283,2018,2021,7089.0,7088,182,2283,2018,2021,7089.0,7088,182,2283,2018,2021,7089.0,2020/05
7089,16.0,88.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,24.0,2785248.0,56712,1776,2785192,16144,16168,56720.0,56712,1776,2785192,16144,16168,56720.0,56712,1776,2785192,16144,16168,56720.0,2020/05
7090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.0,7090,182,3839,2018,2021,7091.0,7090,182,3839,2018,2021,7091.0,7090,182,3839,2018,2021,7091.0,2020/05
7091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12887.0,7091,182,12887,2019,2021,7092.0,7091,182,12887,2019,2021,7092.0,7091,182,12887,2019,2021,7092.0,2020/05
7092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41305.0,7092,182,41283,2018,2021,0.0,7092,182,41283,2018,2021,0.0,7092,182,41283,2018,2021,0.0,2020/05
7093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43593.0,7093,218,43563,2018,2021,7094.0,7093,218,43563,2018,2021,7094.0,7093,218,43563,2018,2021,7094.0,2020/05
7094,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43175.0,7094,30,43172,2018,2021,7095.0,7094,30,43172,2018,2021,7095.0,7094,30,43172,2018,2021,7095.0,2020/05
7096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77554.0,7096,234,77509,2018,2021,7096.0,7096,234,77509,2018,2021,7096.0,7096,234,77509,2018,2021,7096.0,2020/05
7097,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89178.0,7097,158,89152,2018,2021,7097.0,7097,158,89152,2018,2021,7097.0,7097,158,89152,2018,2021,7097.0,2020/05
7098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284.0,7098,275,7282,2018,2021,7098.0,7098,275,7282,2018,2021,7098.0,7098,275,7282,2018,2021,7098.0,2020/05
7099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76917.0,7099,132,76893,2018,2021,7099.0,7099,132,76893,2018,2021,7099.0,7099,132,76893,2018,2021,7099.0,2020/05
7100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34305.0,7100,234,34291,2018,2021,7100.0,7100,234,34291,2018,2021,7100.0,7100,234,34291,2018,2021,7100.0,2020/05
7101,0.0,280.0,0.0,0.0,80.0,0.0,0.0,0.0,16.0,24.0,4789680.0,56808,2292,4785512,16144,16168,56816.0,56808,2292,4785512,16144,16168,56816.0,56808,2292,4785512,16144,16168,56816.0,2020/05
7102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41823.0,7102,293,41814,2018,2021,7101.0,7102,293,41814,2018,2021,7101.0,7102,293,41814,2018,2021,7101.0,2020/05
7103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31755.0,7103,151,31740,2018,2021,7103.0,7103,151,31740,2018,2021,7103.0,7103,151,31740,2018,2021,7103.0,2020/05
7104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15316.0,7104,132,15314,2018,2021,7104.0,7104,132,15314,2018,2021,7104.0,7104,132,15314,2018,2021,7104.0,2020/05
7105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15350.0,7105,293,15348,2018,2021,7105.0,7105,293,15348,2018,2021,7105.0,7105,293,15348,2018,2021,7105.0,2020/05
7106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65009.0,7106,132,64974,2018,2021,7106.0,7106,132,64974,2018,2021,7106.0,7106,132,64974,2018,2021,7106.0,2020/05
7107,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79003.0,7107,89,79003,2018,2021,7108.0,7107,89,79003,2018,2021,7108.0,7107,89,79003,2018,2021,7108.0,2020/05
7108,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104833.0,7108,89,104824,2018,2021,7109.0,7108,89,104824,2018,2021,7109.0,7108,89,104824,2018,2021,7109.0,2020/05
7109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37833.0,7109,234,37824,2018,2021,7110.0,7109,234,37824,2018,2021,7110.0,7109,234,37824,2018,2021,7110.0,2020/05
7110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7202.0,7110,218,7200,2018,2021,7080.0,7110,218,7200,2018,2021,7080.0,7110,218,7200,2018,2021,7080.0,2020/05
7111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41112.0,7111,218,41098,2018,2021,7111.0,7111,218,41098,2018,2021,7111.0,7111,218,41098,2018,2021,7111.0,2020/05
7112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34829.0,7112,218,34816,2018,2021,7079.0,7112,218,34816,2018,2021,7079.0,7112,218,34816,2018,2021,7079.0,2020/05
7113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6712.0,7113,88,6707,2018,2021,7112.0,7113,88,6707,2018,2021,7112.0,7113,88,6707,2018,2021,7112.0,2020/05
7114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20193.0,7114,166,20182,2018,2021,7113.0,7114,166,20182,2018,2021,7113.0,7114,166,20182,2018,2021,7113.0,2020/05
7115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12945.0,7115,30,12943,2018,2021,7114.0,7115,30,12943,2018,2021,7114.0,7115,30,12943,2018,2021,7114.0,2020/05
7116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11444.0,7116,166,11433,2018,2021,7115.0,7116,166,11433,2018,2021,7115.0,7116,166,11433,2018,2021,7115.0,2020/05
7117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7682.0,7117,89,7671,2019,2021,7116.0,7117,89,7671,2019,2021,7116.0,7117,89,7671,2019,2021,7116.0,2020/05
7118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5163.0,7118,88,5160,2019,2021,7117.0,7118,88,5160,2019,2021,7117.0,7118,88,5160,2019,2021,7117.0,2020/05
7119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3684.0,7119,88,3683,2019,2021,7118.0,7119,88,3683,2019,2021,7118.0,7119,88,3683,2019,2021,7118.0,2020/05
8001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12568.0,8001,117,12564,2018,2021,8001.0,8001,117,12564,2018,2021,8001.0,8001,117,12564,2018,2021,8001.0,2020/05
8002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24761.0,8002,53,24755,2018,2021,8002.0,8002,53,24755,2018,2021,8002.0,8002,53,24755,2018,2021,8002.0,2020/05
8003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8751.0,8003,21,8743,2018,2021,8003.0,8003,21,8743,2018,2021,8003.0,8003,21,8743,2018,2021,8003.0,2020/05
8004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15516.0,8004,53,15516,2018,2021,8004.0,8004,53,15516,2018,2021,8004.0,8004,53,15516,2018,2021,8004.0,2020/05
8005,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24966.0,8005,117,24921,2018,2021,8005.0,8005,117,24921,2018,2021,8005.0,8005,117,24921,2018,2021,8005.0,2020/05
8006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6156.0,8006,128,6156,2018,2021,8006.0,8006,128,6156,2018,2021,8006.0,8006,128,6156,2018,2021,8006.0,2020/05
8007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16824.0,8007,21,16809,2018,2021,8007.0,8007,21,16809,2018,2021,8007.0,8007,21,16809,2018,2021,8007.0,2020/05
8008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11289.0,8008,21,11265,2018,2021,8008.0,8008,21,11265,2018,2021,8008.0,8008,21,11265,2018,2021,8008.0,2020/05
8009,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,27909.0,8009,128,27867,2018,2021,8009.0,8009,128,27867,2018,2021,8009.0,8009,128,27867,2018,2021,8009.0,2020/05
8010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23438.0,8010,117,23435,2018,2021,8010.0,8010,117,23435,2018,2021,8010.0,8010,117,23435,2018,2021,8010.0,2020/05
8011,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51572.0,8011,53,51555,2018,2021,8011.0,8011,53,51555,2018,2021,8011.0,8011,53,51555,2018,2021,8011.0,2020/05
8012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9211.0,8012,21,9203,2018,2021,8012.0,8012,21,9203,2018,2021,8012.0,8012,21,9203,2018,2021,8012.0,2020/05
8013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11432.0,8013,117,11414,2018,2021,8013.0,8013,117,11414,2018,2021,8013.0,8013,117,11414,2018,2021,8013.0,2020/05
8014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,8014,21,2095,2018,2021,8014.0,8014,21,2095,2018,2021,8014.0,8014,21,2095,2018,2021,8014.0,2020/05
8015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.0,8015,53,1684,2018,2021,8015.0,8015,53,1684,2018,2021,8015.0,8015,53,1684,2018,2021,8015.0,2020/05
8016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3861.0,8016,53,3858,2018,2021,8016.0,8016,53,3858,2018,2021,8016.0,8016,53,3858,2018,2021,8016.0,2020/05
8017,10.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,13.0,168482.0,8017,128,168254,2018,2021,8017.0,8017,128,168254,2018,2021,8017.0,8017,128,168254,2018,2021,8017.0,2020/05
8018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.0,8018,128,4592,2018,2021,8018.0,8018,128,4592,2018,2021,8018.0,8018,128,4592,2018,2021,8018.0,2020/05
8019,168.0,1024.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,272.0,7024496.0,64152,532,7021184,16144,16168,64152.0,64152,532,7021184,16144,16168,64152.0,64152,532,7021184,16144,16168,64152.0,2020/05
8020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7501.0,8020,128,7495,2018,2021,8020.0,8020,128,7495,2018,2021,8020.0,8020,128,7495,2018,2021,8020.0,2020/05
8021,25.0,12.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2.0,148045.0,8021,53,148017,2018,2021,8021.0,8021,53,148017,2018,2021,8021.0,8021,53,148017,2018,2021,8021.0,2020/05
8022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.0,8022,21,2491,2018,2021,8022.0,8022,21,2491,2018,2021,8022.0,8022,21,2491,2018,2021,8022.0,2020/05
8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6021.0,8023,117,6015,2018,2021,8023.0,8023,117,6015,2018,2021,8023.0,8023,117,6015,2018,2021,8023.0,2020/05
8024,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4099.0,8024,128,4098,2018,2021,8024.0,8024,128,4098,2018,2021,8024.0,8024,128,4098,2018,2021,8024.0,2020/05
8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8905.0,8025,128,8898,2018,2021,8025.0,8025,128,8898,2018,2021,8025.0,8025,128,8898,2018,2021,8025.0,2020/05
8026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466.0,8026,128,2462,2018,2021,8026.0,8026,128,2462,2018,2021,8026.0,8026,128,2462,2018,2021,8026.0,2020/05
8027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45544.0,8027,21,45445,2018,2021,8027.0,8027,21,45445,2018,2021,8027.0,8027,21,45445,2018,2021,8027.0,2020/05
8028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5272.0,8028,117,5272,2018,2021,8028.0,8028,117,5272,2018,2021,8028.0,8028,117,5272,2018,2021,8028.0,2020/05
8029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56130.0,8029,21,56077,2018,2021,8029.0,8029,21,56077,2018,2021,8029.0,8029,21,56077,2018,2021,8029.0,2020/05
8030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7429.0,8030,128,7418,2018,2021,8030.0,8030,128,7418,2018,2021,8030.0,8030,128,7418,2018,2021,8030.0,2020/05
8031,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39064.0,8031,128,39052,2018,2021,8031.0,8031,128,39052,2018,2021,8031.0,8031,128,39052,2018,2021,8031.0,2020/05
8032,20.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,109510.0,8032,21,109417,2018,2021,8032.0,8032,21,109417,2018,2021,8032.0,8032,21,109417,2018,2021,8032.0,2020/05
8033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,8033,21,949,2018,2021,8033.0,8033,21,949,2018,2021,8033.0,8033,21,949,2018,2021,8033.0,2020/05
8034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6903.0,8034,117,6902,2018,2021,8034.0,8034,117,6902,2018,2021,8034.0,8034,117,6902,2018,2021,8034.0,2020/05
8035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10974.0,8035,117,10957,2018,2021,8035.0,8035,117,10957,2018,2021,8035.0,8035,117,10957,2018,2021,8035.0,2020/05
8036,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,42860.0,8036,53,42847,2018,2021,8036.0,8036,53,42847,2018,2021,8036.0,8036,53,42847,2018,2021,8036.0,2020/05
8037,3008.0,9920.0,64.0,0.0,4096.0,64.0,0.0,128.0,0.0,7104.0,89035520.0,514368,11456,89029824,129152,129344,514368.0,514368,11456,89029824,129152,129344,514368.0,514368,11456,89029824,129152,129344,514368.0,2020/05
8038,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4448.0,8038,53,4448,2018,2021,8038.0,8038,53,4448,2018,2021,8038.0,8038,53,4448,2018,2021,8038.0,2020/05
8039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4007.0,8039,21,4005,2018,2021,8039.0,8039,21,4005,2018,2021,8039.0,8039,21,4005,2018,2021,8039.0,2020/05
8040,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29233.0,8040,128,29212,2018,2021,8040.0,8040,128,29212,2018,2021,8040.0,8040,128,29212,2018,2021,8040.0,2020/05
8041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.0,8041,128,1592,2018,2021,8041.0,8041,128,1592,2018,2021,8041.0,8041,128,1592,2018,2021,8041.0,2020/05
